rank,CpG_index,importance,importance_scaled
163,130409,717.9218,3.487198e-05
164,242880,717.5908,3.48559e-05
165,66861,716.8301,3.481895e-05
166,84523,716.2711,3.47918e-05
167,33298,715.8635,3.4772e-05
168,99378,714.7064,3.471579e-05
169,117439,714.6818,3.47146e-05
170,63645,714.387,3.470028e-05
171,65645,714.0309,3.468299e-05
172,580673,713.9291,3.467804e-05
173,113079,712.4861,3.460795e-05
174,89135,712.0324,3.458591e-05
175,57857,711.6178,3.456577e-05
176,727148,710.8719,3.452954e-05
177,36600,710.6414,3.451834e-05
178,116239,710.6103,3.451683e-05
179,488065,710.45,3.450905e-05
180,728154,710.3447,3.450393e-05
181,57492,709.8264,3.447875e-05
182,3205,709.6924,3.447225e-05
183,318765,709.0068,3.443895e-05
184,34316,708.3759,3.44083e-05
185,54598,707.7524,3.437802e-05
186,56532,707.0682,3.434478e-05
187,859073,706.4644,3.431545e-05
188,88058,706.3455,3.430968e-05
189,70765,706.1434,3.429986e-05
190,28502,706.0712,3.429636e-05
191,210562,705.4697,3.426714e-05
192,669869,705.4224,3.426484e-05
193,724232,705.1398,3.425111e-05
194,261990,704.1621,3.420362e-05
195,743532,704.0639,3.419885e-05
196,167309,703.7244,3.418236e-05
197,130092,703.1614,3.415501e-05
198,128135,702.5616,3.412588e-05
199,71834,702.2926,3.411281e-05
200,48710,701.8971,3.409361e-05
201,66611,701.1776,3.405866e-05
202,117410,700.7753,3.403911e-05
203,407154,700.6479,3.403293e-05
204,91716,700.4444,3.402304e-05
205,236386,700.3576,3.401883e-05
206,483039,699.9999,3.400145e-05
207,113385,699.9968,3.40013e-05
208,574598,699.491,3.397673e-05
209,267834,699.3349,3.396915e-05
210,46201,698.9316,3.394956e-05
211,470821,695.293,3.377282e-05
212,43643,695.2783,3.377211e-05
213,334803,694.9712,3.375719e-05
214,28336,694.6127,3.373978e-05
215,111917,694.3968,3.372929e-05
216,352035,694.1666,3.371811e-05
217,203313,693.9523,3.37077e-05
218,8683,693.241,3.367315e-05
219,231804,692.541,3.363914e-05
220,106708,692.2311,3.362409e-05
221,5609,691.4879,3.358799e-05
222,269089,690.7363,3.355149e-05
223,714155,690.6134,3.354552e-05
224,34680,690.4731,3.35387e-05
225,92283,690.4529,3.353772e-05
226,339236,690.3656,3.353348e-05
227,140857,690.0383,3.351758e-05
228,69811,689.2112,3.347741e-05
229,17132,688.1351,3.342514e-05
230,19437,688.0068,3.341891e-05
231,550891,687.9288,3.341511e-05
232,660931,687.7303,3.340547e-05
233,46163,687.3492,3.338696e-05
234,56284,686.7408,3.335741e-05
235,145477,686.1283,3.332766e-05
236,47762,685.659,3.330486e-05
237,860374,685.3293,3.328885e-05
238,105482,685.2311,3.328408e-05
239,35360,684.0179,3.322515e-05
240,84886,683.7598,3.321261e-05
241,18641,683.4066,3.319545e-05
242,369616,682.9765,3.317457e-05
243,63294,682.57,3.315482e-05
244,134178,682.3348,3.314339e-05
245,126732,681.8134,3.311807e-05
246,171724,681.4138,3.309865e-05
247,385000,681.3019,3.309322e-05
248,46472,681.0471,3.308084e-05
249,407796,678.9851,3.298069e-05
250,467190,678.4171,3.29531e-05
251,72478,678.3525,3.294996e-05
252,24062,678.3459,3.294964e-05
253,121524,678.2881,3.294683e-05
254,4152,677.254,3.289661e-05
255,119521,676.9371,3.288121e-05
256,204280,676.4732,3.285868e-05
257,87587,676.1749,3.284419e-05
258,161349,676.0316,3.283722e-05
259,463403,675.4234,3.280768e-05
260,101014,674.9355,3.278399e-05
261,370268,674.8629,3.278046e-05
262,77660,674.7309,3.277405e-05
263,14253,674.6996,3.277253e-05
264,103560,674.3333,3.275473e-05
265,23533,673.7903,3.272836e-05
266,80391,673.54,3.27162e-05
267,11300,673.3238,3.27057e-05
268,134073,673.28,3.270357e-05
269,52335,671.6672,3.262523e-05
270,215133,671.2122,3.260313e-05
271,121532,670.1738,3.255269e-05
272,269219,669.9888,3.25437e-05
273,169823,669.9536,3.2542e-05
274,61204,669.8623,3.253756e-05
275,70362,669.8291,3.253595e-05
276,23029,669.28,3.250928e-05
277,358715,669.2403,3.250735e-05
278,718155,669.1195,3.250148e-05
279,123450,669.0049,3.249591e-05
280,334571,668.0959,3.245176e-05
281,709487,668.0411,3.24491e-05
282,56703,667.6979,3.243243e-05
283,320229,667.3166,3.241391e-05
284,33653,667.1559,3.24061e-05
285,52958,666.7706,3.238739e-05
286,1897,666.0181,3.235083e-05
287,846611,665.4382,3.232267e-05
288,401871,665.3433,3.231806e-05
289,646,664.8607,3.229462e-05
290,768368,664.8513,3.229416e-05
291,126614,664.5211,3.227812e-05
292,62897,664.3594,3.227027e-05
293,8397,664.2173,3.226337e-05
294,541300,663.9526,3.22505e-05
295,133612,663.8546,3.224575e-05
296,104189,663.786,3.224242e-05
297,34129,662.7839,3.219374e-05
298,46771,662.6235,3.218595e-05
299,88147,662.5848,3.218407e-05
300,125402,662.161,3.216348e-05
301,140788,662.0783,3.215947e-05
302,474081,661.8517,3.214846e-05
303,802619,661.5746,3.2135e-05
304,288117,661.5204,3.213236e-05
305,58971,661.4375,3.212834e-05
306,89146,661.3163,3.212245e-05
307,77953,661.0526,3.210964e-05
308,69568,661.0022,3.21072e-05
309,837092,660.2886,3.207253e-05
310,64856,660.0647,3.206166e-05
311,16948,659.3095,3.202497e-05
312,396249,659.2075,3.202002e-05
313,94690,659.0797,3.201381e-05
314,94747,658.2762,3.197479e-05
315,809422,657.7977,3.195154e-05
316,124878,657.5784,3.194089e-05
317,135804,657.1699,3.192105e-05
318,58590,656.7787,3.190204e-05
319,6399,656.483,3.188768e-05
320,101056,655.6412,3.184679e-05
321,105554,655.0458,3.181787e-05
322,670510,655,3.181565e-05
323,37726,654.9658,3.181398e-05
324,138454,654.3867,3.178586e-05
325,27862,653.7469,3.175478e-05
326,827069,652.1548,3.167745e-05
327,180133,652.1093,3.167523e-05
328,28867,651.84,3.166216e-05
329,70469,651.6672,3.165376e-05
330,77637,651.6281,3.165186e-05
331,712260,651.5299,3.164709e-05
332,45893,651.3923,3.164041e-05
333,427449,651.189,3.163053e-05
334,138974,650.7357,3.160851e-05
335,233760,650.6959,3.160658e-05
336,8718,650.661,3.160489e-05
337,74570,650.2629,3.158555e-05
338,255816,650.0723,3.157629e-05
339,59177,650.0286,3.157417e-05
340,261019,649.7823,3.156221e-05
341,143238,649.7701,3.156162e-05
342,61775,649.7407,3.156019e-05
343,449955,649.1584,3.15319e-05
344,269131,648.8531,3.151707e-05
345,650087,648.5527,3.150248e-05
346,128623,648.2617,3.148835e-05
347,441968,646.7679,3.141579e-05
348,59180,645.6615,3.136204e-05
349,718309,645.6312,3.136057e-05
350,122165,645.4665,3.135257e-05
351,48569,645.2872,3.134386e-05
352,674404,645.1877,3.133903e-05
353,18360,644.8137,3.132086e-05
354,780507,644.7222,3.131642e-05
355,14006,644.6549,3.131315e-05
356,752864,644.6279,3.131184e-05
357,604394,643.4896,3.125655e-05
358,46874,643.213,3.124311e-05
359,6948,642.3531,3.120135e-05
360,798223,640.3419,3.110365e-05
361,87586,640.1053,3.109216e-05
362,119293,640.0737,3.109062e-05
363,405387,639.7892,3.10768e-05
364,393948,639.7496,3.107488e-05
365,27306,639.6771,3.107136e-05
366,24223,639.4578,3.106071e-05
367,121556,639.2098,3.104866e-05
368,10762,639.1925,3.104782e-05
369,83603,639.0084,3.103888e-05
370,67087,638.7367,3.102568e-05
371,580864,638.5407,3.101616e-05
372,499134,638.3122,3.100506e-05
373,110695,638.3121,3.100506e-05
374,19945,638.2534,3.100221e-05
375,716034,637.8459,3.098241e-05
376,382398,636.6703,3.092531e-05
377,3002,636.0294,3.089418e-05
378,455670,635.9982,3.089266e-05
379,96897,635.9353,3.088961e-05
380,290892,635.6473,3.087562e-05
381,93958,635.49,3.086798e-05
382,240595,635.4883,3.086789e-05
383,364255,634.5711,3.082334e-05
384,86502,633.9626,3.079379e-05
385,6575,633.6146,3.077689e-05
386,25415,633.2117,3.075731e-05
387,220094,633.1983,3.075666e-05
388,73228,633.155,3.075456e-05
389,42894,632.8792,3.074116e-05
390,137176,632.3497,3.071544e-05
391,857522,632.2023,3.070828e-05
392,140131,632.1705,3.070674e-05
393,71254,631.9089,3.069403e-05
394,556792,631.905,3.069384e-05
395,56604,631.0451,3.065207e-05
396,16230,630.8259,3.064143e-05
397,132636,630.2242,3.06122e-05
398,32118,630.0886,3.060561e-05
399,125539,629.9816,3.060042e-05
400,36235,629.8723,3.059511e-05
401,72591,629.3865,3.057151e-05
402,141155,628.8666,3.054626e-05
403,767490,628.6945,3.05379e-05
404,569296,628.5805,3.053236e-05
405,62826,628.4493,3.052599e-05
406,596931,627.9106,3.049982e-05
407,544963,627.4678,3.047831e-05
408,552969,627.0309,3.045709e-05
409,165578,626.6696,3.043954e-05
410,182591,626.6687,3.04395e-05
411,27615,626.6273,3.043748e-05
412,327193,626.3875,3.042584e-05
413,660577,626.2404,3.041869e-05
414,13208,626.2197,3.041769e-05
415,134560,626.1187,3.041278e-05
416,390107,625.7231,3.039356e-05
417,119575,625.4103,3.037837e-05
418,171710,624.6843,3.034311e-05
419,91894,624.5992,3.033897e-05
420,216572,624.5433,3.033626e-05
421,624791,623.9013,3.030507e-05
422,784327,623.7193,3.029623e-05
423,75669,623.5919,3.029004e-05
424,745786,623.4418,3.028275e-05
425,79413,622.1041,3.021778e-05
426,42286,621.8982,3.020778e-05
427,58540,621.7446,3.020032e-05
428,133805,621.6057,3.019357e-05
429,77793,621.5826,3.019245e-05
430,92702,621.5737,3.019201e-05
431,131522,621.4587,3.018643e-05
432,128181,621.4209,3.018459e-05
433,97669,621.1118,3.016958e-05
434,232156,620.8448,3.015661e-05
435,758345,620.4321,3.013657e-05
436,105307,620.3417,3.013217e-05
437,799818,620.2932,3.012982e-05
438,403976,619.6981,3.010091e-05
439,130784,619.2109,3.007724e-05
440,128212,619.0756,3.007067e-05
441,97081,619.0308,3.00685e-05
442,73030,618.7986,3.005722e-05
443,125847,618.7756,3.00561e-05
444,315871,618.4524,3.00404e-05
445,673491,618.2296,3.002958e-05
446,9715,618.1946,3.002788e-05
447,273804,617.5855,2.999829e-05
448,517597,617.0501,2.997229e-05
449,490877,616.7539,2.99579e-05
450,68950,616.4806,2.994463e-05
451,74692,616.3828,2.993988e-05
452,138437,615.8045,2.991179e-05
453,477285,615.709,2.990715e-05
454,106200,615.3046,2.98875e-05
455,531568,614.9366,2.986963e-05
456,333898,614.6914,2.985772e-05
457,15397,614.6085,2.985369e-05
458,316583,614.5731,2.985197e-05
459,12006,614.404,2.984376e-05
460,573196,614.2258,2.98351e-05
461,393183,614.0347,2.982582e-05
462,95683,613.9661,2.982249e-05
463,327661,612.5651,2.975443e-05
464,61843,611.9598,2.972503e-05
465,33002,611.9354,2.972385e-05
466,486235,611.9186,2.972303e-05
467,80696,611.728,2.971378e-05
468,48541,611.4316,2.969938e-05
469,45270,610.6389,2.966087e-05
470,494669,610.3787,2.964823e-05
471,60701,610.3344,2.964608e-05
472,618192,609.8226,2.962122e-05
473,4897,609.734,2.961692e-05
474,77349,609.4621,2.960371e-05
475,307980,609.3204,2.959683e-05
476,498102,609.3195,2.959678e-05
477,102022,609.2278,2.959233e-05
478,118613,609.0562,2.958399e-05
479,378579,608.7838,2.957077e-05
480,4881,607.7147,2.951884e-05
481,35419,607.5078,2.950878e-05
482,512061,607.4632,2.950662e-05
483,114296,607.2617,2.949683e-05
484,136585,606.9777,2.948304e-05
485,103934,606.8353,2.947612e-05
486,138298,606.4377,2.945681e-05
487,57397,605.1202,2.939281e-05
488,42136,604.8434,2.937937e-05
489,121762,603.7724,2.932734e-05
490,21655,602.9356,2.92867e-05
491,433286,602.0782,2.924505e-05
492,297655,602.0416,2.924327e-05
493,123776,601.7985,2.923146e-05
494,32843,601.6472,2.922412e-05
495,553308,601.0726,2.91962e-05
496,118385,601.0381,2.919453e-05
497,65670,600.5845,2.917249e-05
498,597841,599.8472,2.913668e-05
499,814899,599.5647,2.912296e-05
500,343928,599.4905,2.911936e-05
