rank,CpG_index,importance,importance_scaled
163,130409,717.9218,3.487198e-05
164,242880,717.5908,3.48559e-05
165,66861,716.8301,3.481895e-05
166,84523,716.2711,3.47918e-05
167,33298,715.8635,3.4772e-05
168,99378,714.7064,3.471579e-05
169,117439,714.6818,3.47146e-05
170,63645,714.387,3.470028e-05
171,65645,714.0309,3.468299e-05
172,580673,713.9291,3.467804e-05
173,113079,712.4861,3.460795e-05
174,89135,712.0324,3.458591e-05
175,57857,711.6178,3.456577e-05
176,727148,710.8719,3.452954e-05
177,36600,710.6414,3.451834e-05
178,116239,710.6103,3.451683e-05
179,488065,710.45,3.450905e-05
180,728154,710.3447,3.450393e-05
181,57492,709.8264,3.447875e-05
182,3205,709.6924,3.447225e-05
183,318765,709.0068,3.443895e-05
184,34316,708.3759,3.44083e-05
185,54598,707.7524,3.437802e-05
186,56532,707.0682,3.434478e-05
187,859073,706.4644,3.431545e-05
188,88058,706.3455,3.430968e-05
189,70765,706.1434,3.429986e-05
190,28502,706.0712,3.429636e-05
191,210562,705.4697,3.426714e-05
192,669869,705.4224,3.426484e-05
193,724232,705.1398,3.425111e-05
194,261990,704.1621,3.420362e-05
195,743532,704.0639,3.419885e-05
196,167309,703.7244,3.418236e-05
197,130092,703.1614,3.415501e-05
198,128135,702.5616,3.412588e-05
199,71834,702.2926,3.411281e-05
200,48710,701.8971,3.409361e-05
201,66611,701.1776,3.405866e-05
202,117410,700.7753,3.403911e-05
203,407154,700.6479,3.403293e-05
204,91716,700.4444,3.402304e-05
205,236386,700.3576,3.401883e-05
206,483039,699.9999,3.400145e-05
207,113385,699.9968,3.40013e-05
208,574598,699.491,3.397673e-05
209,267834,699.3349,3.396915e-05
210,46201,698.9316,3.394956e-05
211,470821,695.293,3.377282e-05
212,43643,695.2783,3.377211e-05
213,334803,694.9712,3.375719e-05
214,28336,694.6127,3.373978e-05
215,111917,694.3968,3.372929e-05
216,352035,694.1666,3.371811e-05
217,203313,693.9523,3.37077e-05
218,8683,693.241,3.367315e-05
219,231804,692.541,3.363914e-05
220,106708,692.2311,3.362409e-05
221,5609,691.4879,3.358799e-05
222,269089,690.7363,3.355149e-05
223,714155,690.6134,3.354552e-05
224,34680,690.4731,3.35387e-05
225,92283,690.4529,3.353772e-05
226,339236,690.3656,3.353348e-05
227,140857,690.0383,3.351758e-05
228,69811,689.2112,3.347741e-05
229,17132,688.1351,3.342514e-05
230,19437,688.0068,3.341891e-05
231,550891,687.9288,3.341511e-05
232,660931,687.7303,3.340547e-05
233,46163,687.3492,3.338696e-05
234,56284,686.7408,3.335741e-05
235,145477,686.1283,3.332766e-05
236,47762,685.659,3.330486e-05
237,860374,685.3293,3.328885e-05
238,105482,685.2311,3.328408e-05
239,35360,684.0179,3.322515e-05
240,84886,683.7598,3.321261e-05
241,18641,683.4066,3.319545e-05
242,369616,682.9765,3.317457e-05
243,63294,682.57,3.315482e-05
244,134178,682.3348,3.314339e-05
245,126732,681.8134,3.311807e-05
246,171724,681.4138,3.309865e-05
247,385000,681.3019,3.309322e-05
248,46472,681.0471,3.308084e-05
249,407796,678.9851,3.298069e-05
250,467190,678.4171,3.29531e-05
251,72478,678.3525,3.294996e-05
252,24062,678.3459,3.294964e-05
253,121524,678.2881,3.294683e-05
254,4152,677.254,3.289661e-05
255,119521,676.9371,3.288121e-05
256,204280,676.4732,3.285868e-05
257,87587,676.1749,3.284419e-05
258,161349,676.0316,3.283722e-05
259,463403,675.4234,3.280768e-05
260,101014,674.9355,3.278399e-05
261,370268,674.8629,3.278046e-05
262,77660,674.7309,3.277405e-05
263,14253,674.6996,3.277253e-05
264,103560,674.3333,3.275473e-05
265,23533,673.7903,3.272836e-05
266,80391,673.54,3.27162e-05
267,11300,673.3238,3.27057e-05
268,134073,673.28,3.270357e-05
269,52335,671.6672,3.262523e-05
270,215133,671.2122,3.260313e-05
271,121532,670.1738,3.255269e-05
272,269219,669.9888,3.25437e-05
273,169823,669.9536,3.2542e-05
274,61204,669.8623,3.253756e-05
275,70362,669.8291,3.253595e-05
276,23029,669.28,3.250928e-05
277,358715,669.2403,3.250735e-05
278,718155,669.1195,3.250148e-05
279,123450,669.0049,3.249591e-05
280,334571,668.0959,3.245176e-05
281,709487,668.0411,3.24491e-05
282,56703,667.6979,3.243243e-05
283,320229,667.3166,3.241391e-05
284,33653,667.1559,3.24061e-05
285,52958,666.7706,3.238739e-05
286,1897,666.0181,3.235083e-05
287,846611,665.4382,3.232267e-05
288,401871,665.3433,3.231806e-05
289,646,664.8607,3.229462e-05
290,768368,664.8513,3.229416e-05
291,126614,664.5211,3.227812e-05
292,62897,664.3594,3.227027e-05
293,8397,664.2173,3.226337e-05
294,541300,663.9526,3.22505e-05
295,133612,663.8546,3.224575e-05
296,104189,663.786,3.224242e-05
297,34129,662.7839,3.219374e-05
298,46771,662.6235,3.218595e-05
299,88147,662.5848,3.218407e-05
300,125402,662.161,3.216348e-05
301,140788,662.0783,3.215947e-05
302,474081,661.8517,3.214846e-05
303,802619,661.5746,3.2135e-05
304,288117,661.5204,3.213236e-05
305,58971,661.4375,3.212834e-05
306,89146,661.3163,3.212245e-05
307,77953,661.0526,3.210964e-05
308,69568,661.0022,3.21072e-05
309,837092,660.2886,3.207253e-05
310,64856,660.0647,3.206166e-05
311,16948,659.3095,3.202497e-05
312,396249,659.2075,3.202002e-05
313,94690,659.0797,3.201381e-05
314,94747,658.2762,3.197479e-05
315,809422,657.7977,3.195154e-05
316,124878,657.5784,3.194089e-05
317,135804,657.1699,3.192105e-05
318,58590,656.7787,3.190204e-05
319,6399,656.483,3.188768e-05
320,101056,655.6412,3.184679e-05
321,105554,655.0458,3.181787e-05
322,670510,655,3.181565e-05
323,37726,654.9658,3.181398e-05
324,138454,654.3867,3.178586e-05
325,27862,653.7469,3.175478e-05
326,827069,652.1548,3.167745e-05
327,180133,652.1093,3.167523e-05
328,28867,651.84,3.166216e-05
329,70469,651.6672,3.165376e-05
330,77637,651.6281,3.165186e-05
331,712260,651.5299,3.164709e-05
332,45893,651.3923,3.164041e-05
333,427449,651.189,3.163053e-05
334,138974,650.7357,3.160851e-05
335,233760,650.6959,3.160658e-05
336,8718,650.661,3.160489e-05
337,74570,650.2629,3.158555e-05
338,255816,650.0723,3.157629e-05
339,59177,650.0286,3.157417e-05
340,261019,649.7823,3.156221e-05
341,143238,649.7701,3.156162e-05
342,61775,649.7407,3.156019e-05
343,449955,649.1584,3.15319e-05
344,269131,648.8531,3.151707e-05
345,650087,648.5527,3.150248e-05
346,128623,648.2617,3.148835e-05
347,441968,646.7679,3.141579e-05
348,59180,645.6615,3.136204e-05
349,718309,645.6312,3.136057e-05
350,122165,645.4665,3.135257e-05
351,48569,645.2872,3.134386e-05
352,674404,645.1877,3.133903e-05
353,18360,644.8137,3.132086e-05
354,780507,644.7222,3.131642e-05
355,14006,644.6549,3.131315e-05
356,752864,644.6279,3.131184e-05
357,604394,643.4896,3.125655e-05
358,46874,643.213,3.124311e-05
359,6948,642.3531,3.120135e-05
360,798223,640.3419,3.110365e-05
361,87586,640.1053,3.109216e-05
362,119293,640.0737,3.109062e-05
363,405387,639.7892,3.10768e-05
364,393948,639.7496,3.107488e-05
365,27306,639.6771,3.107136e-05
366,24223,639.4578,3.106071e-05
367,121556,639.2098,3.104866e-05
368,10762,639.1925,3.104782e-05
369,83603,639.0084,3.103888e-05
370,67087,638.7367,3.102568e-05
371,580864,638.5407,3.101616e-05
372,499134,638.3122,3.100506e-05
373,110695,638.3121,3.100506e-05
374,19945,638.2534,3.100221e-05
375,716034,637.8459,3.098241e-05
376,382398,636.6703,3.092531e-05
377,3002,636.0294,3.089418e-05
378,455670,635.9982,3.089266e-05
379,96897,635.9353,3.088961e-05
380,290892,635.6473,3.087562e-05
381,93958,635.49,3.086798e-05
382,240595,635.4883,3.086789e-05
383,364255,634.5711,3.082334e-05
384,86502,633.9626,3.079379e-05
385,6575,633.6146,3.077689e-05
386,25415,633.2117,3.075731e-05
387,220094,633.1983,3.075666e-05
388,73228,633.155,3.075456e-05
389,42894,632.8792,3.074116e-05
390,137176,632.3497,3.071544e-05
391,857522,632.2023,3.070828e-05
392,140131,632.1705,3.070674e-05
393,71254,631.9089,3.069403e-05
394,556792,631.905,3.069384e-05
395,56604,631.0451,3.065207e-05
396,16230,630.8259,3.064143e-05
397,132636,630.2242,3.06122e-05
398,32118,630.0886,3.060561e-05
399,125539,629.9816,3.060042e-05
400,36235,629.8723,3.059511e-05
401,72591,629.3865,3.057151e-05
402,141155,628.8666,3.054626e-05
403,767490,628.6945,3.05379e-05
404,569296,628.5805,3.053236e-05
405,62826,628.4493,3.052599e-05
406,596931,627.9106,3.049982e-05
407,544963,627.4678,3.047831e-05
408,552969,627.0309,3.045709e-05
409,165578,626.6696,3.043954e-05
410,182591,626.6687,3.04395e-05
411,27615,626.6273,3.043748e-05
412,327193,626.3875,3.042584e-05
413,660577,626.2404,3.041869e-05
414,13208,626.2197,3.041769e-05
415,134560,626.1187,3.041278e-05
416,390107,625.7231,3.039356e-05
417,119575,625.4103,3.037837e-05
418,171710,624.6843,3.034311e-05
419,91894,624.5992,3.033897e-05
420,216572,624.5433,3.033626e-05
421,624791,623.9013,3.030507e-05
422,784327,623.7193,3.029623e-05
423,75669,623.5919,3.029004e-05
424,745786,623.4418,3.028275e-05
425,79413,622.1041,3.021778e-05
426,42286,621.8982,3.020778e-05
427,58540,621.7446,3.020032e-05
428,133805,621.6057,3.019357e-05
429,77793,621.5826,3.019245e-05
430,92702,621.5737,3.019201e-05
431,131522,621.4587,3.018643e-05
432,128181,621.4209,3.018459e-05
433,97669,621.1118,3.016958e-05
434,232156,620.8448,3.015661e-05
435,758345,620.4321,3.013657e-05
436,105307,620.3417,3.013217e-05
437,799818,620.2932,3.012982e-05
438,403976,619.6981,3.010091e-05
439,130784,619.2109,3.007724e-05
440,128212,619.0756,3.007067e-05
441,97081,619.0308,3.00685e-05
442,73030,618.7986,3.005722e-05
443,125847,618.7756,3.00561e-05
444,315871,618.4524,3.00404e-05
445,673491,618.2296,3.002958e-05
446,9715,618.1946,3.002788e-05
447,273804,617.5855,2.999829e-05
448,517597,617.0501,2.997229e-05
449,490877,616.7539,2.99579e-05
450,68950,616.4806,2.994463e-05
451,74692,616.3828,2.993988e-05
452,138437,615.8045,2.991179e-05
453,477285,615.709,2.990715e-05
454,106200,615.3046,2.98875e-05
455,531568,614.9366,2.986963e-05
456,333898,614.6914,2.985772e-05
457,15397,614.6085,2.985369e-05
458,316583,614.5731,2.985197e-05
459,12006,614.404,2.984376e-05
460,573196,614.2258,2.98351e-05
461,393183,614.0347,2.982582e-05
462,95683,613.9661,2.982249e-05
463,327661,612.5651,2.975443e-05
464,61843,611.9598,2.972503e-05
465,33002,611.9354,2.972385e-05
466,486235,611.9186,2.972303e-05
467,80696,611.728,2.971378e-05
468,48541,611.4316,2.969938e-05
469,45270,610.6389,2.966087e-05
470,494669,610.3787,2.964823e-05
471,60701,610.3344,2.964608e-05
472,618192,609.8226,2.962122e-05
473,4897,609.734,2.961692e-05
474,77349,609.4621,2.960371e-05
475,307980,609.3204,2.959683e-05
476,498102,609.3195,2.959678e-05
477,102022,609.2278,2.959233e-05
478,118613,609.0562,2.958399e-05
479,378579,608.7838,2.957077e-05
480,4881,607.7147,2.951884e-05
481,35419,607.5078,2.950878e-05
482,512061,607.4632,2.950662e-05
483,114296,607.2617,2.949683e-05
484,136585,606.9777,2.948304e-05
485,103934,606.8353,2.947612e-05
486,138298,606.4377,2.945681e-05
487,57397,605.1202,2.939281e-05
488,42136,604.8434,2.937937e-05
489,121762,603.7724,2.932734e-05
490,21655,602.9356,2.92867e-05
491,433286,602.0782,2.924505e-05
492,297655,602.0416,2.924327e-05
493,123776,601.7985,2.923146e-05
494,32843,601.6472,2.922412e-05
495,553308,601.0726,2.91962e-05
496,118385,601.0381,2.919453e-05
497,65670,600.5845,2.917249e-05
498,597841,599.8472,2.913668e-05
499,814899,599.5647,2.912296e-05
500,343928,599.4905,2.911936e-05
501,140029,599.197,2.91051e-05
502,175985,599.0886,2.909984e-05
503,75991,598.2387,2.905855e-05
504,519496,598.0932,2.905149e-05
505,171375,598.0881,2.905124e-05
506,64997,598.0755,2.905063e-05
507,387119,597.8784,2.904105e-05
508,798926,597.5316,2.902421e-05
509,620550,597.4645,2.902095e-05
510,4610,597.3584,2.901579e-05
511,101655,597.2284,2.900948e-05
512,113366,597.1419,2.900528e-05
513,36514,596.8257,2.898992e-05
514,31023,596.6661,2.898217e-05
515,48401,596.4562,2.897197e-05
516,31773,595.7928,2.893975e-05
517,133647,595.0001,2.890124e-05
518,30174,594.8853,2.889566e-05
519,37249,594.507,2.887729e-05
520,443642,594.3326,2.886882e-05
521,8526,594.0685,2.885599e-05
522,131184,593.6316,2.883477e-05
523,767724,593.2038,2.881399e-05
524,537068,592.7416,2.879154e-05
525,8396,592.4753,2.87786e-05
526,131131,592.2755,2.87689e-05
527,26615,591.9679,2.875396e-05
528,12823,591.5752,2.873488e-05
529,53704,591.3342,2.872317e-05
530,53144,590.7642,2.869549e-05
531,317170,590.6323,2.868908e-05
532,626034,590.3923,2.867743e-05
533,87799,590.3839,2.867701e-05
534,840781,590.223,2.86692e-05
535,25331,590.1573,2.866601e-05
536,557685,589.2736,2.862309e-05
537,450981,589.0603,2.861273e-05
538,36206,588.7035,2.859539e-05
539,129112,588.6539,2.859299e-05
540,234050,588.4266,2.858195e-05
541,46053,588.2772,2.857469e-05
542,563850,587.9991,2.856118e-05
543,197630,587.7996,2.855149e-05
544,25027,587.7675,2.854993e-05
545,7904,587.6783,2.85456e-05
546,104908,587.662,2.854481e-05
547,15569,587.4066,2.85324e-05
548,137187,586.8634,2.850601e-05
549,473,586.5771,2.849211e-05
550,133854,586.1075,2.84693e-05
551,296738,585.8263,2.845564e-05
552,482995,585.6584,2.844748e-05
553,27374,585.4692,2.843829e-05
554,49453,585.2671,2.842848e-05
555,104185,584.7998,2.840578e-05
556,8320,583.9636,2.836516e-05
557,112162,583.922,2.836314e-05
558,265889,583.8644,2.836034e-05
559,32814,583.8553,2.83599e-05
560,765766,583.5703,2.834606e-05
561,12005,583.493,2.83423e-05
562,606606,583.1486,2.832557e-05
563,16697,583.0797,2.832222e-05
564,140678,582.9007,2.831353e-05
565,125869,582.8557,2.831134e-05
566,199654,582.4478,2.829153e-05
567,29947,582.324,2.828552e-05
568,705534,582.2112,2.828004e-05
569,58944,581.7502,2.825765e-05
570,136453,579.9839,2.817185e-05
571,141778,579.9835,2.817183e-05
572,126964,579.8925,2.816741e-05
573,351466,579.8733,2.816648e-05
574,407078,579.2541,2.81364e-05
575,214124,578.8112,2.811489e-05
576,125229,578.7031,2.810964e-05
577,535266,578.6586,2.810748e-05
578,349277,578.6182,2.810552e-05
579,121321,578.4503,2.809736e-05
580,51969,578.3719,2.809355e-05
581,198414,578.0689,2.807884e-05
582,260338,577.9403,2.807259e-05
583,30587,577.7983,2.806569e-05
584,90949,577.3696,2.804487e-05
585,25696,577.2378,2.803846e-05
586,54361,576.8912,2.802163e-05
587,60258,576.8015,2.801727e-05
588,181886,576.5746,2.800625e-05
589,27867,576.4337,2.799941e-05
590,713123,576.2799,2.799194e-05
591,120164,575.3442,2.794649e-05
592,55139,575.0269,2.793108e-05
593,63130,575.0206,2.793077e-05
594,124185,575.0135,2.793043e-05
595,430051,574.637,2.791213e-05
596,44498,573.879,2.787532e-05
597,638,573.8272,2.78728e-05
598,65045,573.5492,2.78593e-05
599,269155,573.5035,2.785708e-05
600,95333,573.2105,2.784285e-05
601,497890,573.192,2.784194e-05
602,434612,573.0059,2.78329e-05
603,63659,572.9498,2.783018e-05
604,46288,572.1946,2.77935e-05
605,67516,572.049,2.778642e-05
606,825012,572.0236,2.778519e-05
607,39074,572.0078,2.778443e-05
608,107456,571.9139,2.777987e-05
609,47109,571.8057,2.777461e-05
610,90345,571.3132,2.775068e-05
611,118906,570.1024,2.769187e-05
612,64841,569.9521,2.768457e-05
613,102212,569.1849,2.764731e-05
614,12865,569.1292,2.76446e-05
615,117419,569.0723,2.764184e-05
616,76106,569.0619,2.764133e-05
617,396396,569.044,2.764046e-05
618,445360,568.7448,2.762593e-05
619,488797,568.3774,2.760809e-05
620,27062,568.2661,2.760268e-05
621,721079,568.234,2.760112e-05
622,85672,567.7294,2.757661e-05
623,73757,567.2745,2.755451e-05
624,137693,567.0209,2.754219e-05
625,203783,566.9236,2.753747e-05
626,103743,566.9041,2.753652e-05
627,111019,566.7609,2.752956e-05
628,417375,566.5798,2.752077e-05
629,311162,566.5268,2.751819e-05
630,80745,566.4151,2.751277e-05
631,2891,566.1501,2.749989e-05
632,425772,565.9042,2.748795e-05
633,112694,565.5302,2.746979e-05
634,39185,565.2805,2.745765e-05
635,17617,564.9227,2.744028e-05
636,569108,564.8849,2.743844e-05
637,12511,564.7767,2.743318e-05
638,47190,564.3231,2.741115e-05
639,136269,563.8655,2.738892e-05
640,104719,563.384,2.736554e-05
641,181345,562.6945,2.733204e-05
642,116268,562.4311,2.731925e-05
643,99052,562.2353,2.730974e-05
644,135284,562.025,2.729952e-05
645,110111,561.5293,2.727545e-05
646,41299,561.501,2.727407e-05
647,581920,561.2672,2.726272e-05
648,94579,560.8691,2.724338e-05
649,845071,560.7745,2.723879e-05
650,731003,560.7663,2.723839e-05
651,441261,560.713,2.72358e-05
652,45374,560.4091,2.722103e-05
653,40674,560.2646,2.721402e-05
654,755459,560.1344,2.720769e-05
655,594327,559.9797,2.720018e-05
656,754577,559.7914,2.719103e-05
657,119378,559.5798,2.718075e-05
658,374796,559.405,2.717226e-05
659,505653,559.2068,2.716264e-05
660,359187,559.193,2.716196e-05
661,219740,559.1807,2.716137e-05
662,656303,559.1403,2.71594e-05
663,657785,558.4814,2.71274e-05
664,140588,557.7585,2.709229e-05
665,96128,557.6122,2.708518e-05
666,49913,557.3752,2.707367e-05
667,122253,557.3654,2.707319e-05
668,51925,557.23,2.706662e-05
669,134271,556.829,2.704714e-05
670,144607,556.8104,2.704623e-05
671,44743,556.1382,2.701359e-05
672,385107,556.0634,2.700995e-05
673,49377,556.0005,2.700689e-05
674,45071,555.9816,2.700598e-05
675,116671,555.8137,2.699782e-05
676,12799,555.5414,2.698459e-05
677,35587,554.7659,2.694692e-05
678,220106,554.595,2.693863e-05
679,235371,554.064,2.691283e-05
680,128376,553.9197,2.690583e-05
681,291751,553.7701,2.689856e-05
682,280560,553.6964,2.689498e-05
683,98176,553.4435,2.688269e-05
684,805129,553.4342,2.688224e-05
685,17126,553.259,2.687373e-05
686,226965,553.1808,2.686994e-05
687,36611,553.0998,2.6866e-05
688,271930,553.0264,2.686243e-05
689,28899,552.7206,2.684758e-05
690,132407,552.7103,2.684708e-05
691,50952,552.5977,2.684161e-05
692,141204,552.19,2.68218e-05
693,549216,552.1699,2.682083e-05
694,34535,552.0267,2.681388e-05
695,710320,551.811,2.68034e-05
696,91592,551.7478,2.680033e-05
697,805165,550.1437,2.672241e-05
698,671869,549.6406,2.669797e-05
699,512401,549.2766,2.668029e-05
700,508145,549.2485,2.667892e-05
701,19676,549.0505,2.666931e-05
702,232623,548.6519,2.664994e-05
703,732162,548.6289,2.664883e-05
704,725308,548.6146,2.664813e-05
705,129853,548.4681,2.664102e-05
706,347763,548.4169,2.663853e-05
707,34285,547.9142,2.661411e-05
708,453015,547.6614,2.660184e-05
709,710491,547.4365,2.659091e-05
710,131125,547.3521,2.658681e-05
711,19106,547.2003,2.657944e-05
712,105003,547.0785,2.657352e-05
713,450634,546.6756,2.655395e-05
714,121414,546.5946,2.655002e-05
715,27849,546.2054,2.653111e-05
716,98466,545.7394,2.650848e-05
717,15466,545.6761,2.65054e-05
718,40716,545.426,2.649325e-05
719,15104,545.3068,2.648746e-05
720,136713,545.2474,2.648458e-05
721,47633,545.2143,2.648297e-05
722,117248,544.7851,2.646212e-05
723,233792,544.6228,2.645424e-05
724,484940,544.4041,2.644362e-05
725,100057,544.3818,2.644254e-05
726,680015,544.2721,2.64372e-05
727,61181,544.2579,2.643651e-05
728,31178,544.1555,2.643154e-05
729,239979,543.941,2.642112e-05
730,126566,543.608,2.640495e-05
731,84372,543.3101,2.639047e-05
732,96848,542.8051,2.636595e-05
733,438152,542.4189,2.634719e-05
734,58810,542.1082,2.633209e-05
735,35764,541.5198,2.630352e-05
736,291625,541.1214,2.628416e-05
737,89774,540.8141,2.626924e-05
738,69083,540.5167,2.625479e-05
739,227021,540.3547,2.624693e-05
740,630980,540.3252,2.624549e-05
741,33028,540.274,2.624301e-05
742,110423,540.2415,2.624143e-05
743,106969,540.0835,2.623375e-05
744,674258,539.938,2.622669e-05
745,231868,539.577,2.620915e-05
746,154302,539.1411,2.618798e-05
747,35761,539.1086,2.61864e-05
748,4566,539.0615,2.618411e-05
749,515598,538.1921,2.614188e-05
750,131896,537.638,2.611496e-05
751,344310,537.4046,2.610363e-05
752,834716,537.2004,2.609371e-05
753,367174,537.1834,2.609288e-05
754,90836,537.0578,2.608678e-05
755,44227,536.6155,2.60653e-05
756,69050,536.343,2.605206e-05
757,130003,536.3026,2.60501e-05
758,93942,536.0878,2.603967e-05
759,124517,536.046,2.603764e-05
760,681570,535.9083,2.603095e-05
761,687622,535.8875,2.602994e-05
762,22124,535.7265,2.602211e-05
763,633888,535.2569,2.59993e-05
764,281532,534.7172,2.597309e-05
765,799466,534.6983,2.597217e-05
766,123050,534.6952,2.597202e-05
767,488033,534.5153,2.596328e-05
768,132198,534.5092,2.596299e-05
769,22263,534.4411,2.595968e-05
770,111971,534.3032,2.595298e-05
771,33770,534.242,2.595001e-05
772,59319,534.174,2.594671e-05
773,140066,534.1656,2.59463e-05
774,104620,534.0082,2.593865e-05
775,84291,533.991,2.593782e-05
776,106989,533.9642,2.593651e-05
777,357934,533.7481,2.592602e-05
778,89290,533.5877,2.591823e-05
779,401096,533.4446,2.591128e-05
780,115601,533.2297,2.590084e-05
